"id","eudractNumber","randomised","double_blind","therapeutic_area","condition_is_diabetes","subjects_exposed_total","nonserious_ae_count","deaths_total","mortality_percent","condition_text"
"2012-002117-19-DE","2012-002117-19",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,530,49,0,0,"Type 2 diabetes"
"2012-002232-85-ES","2012-002232-85",0,0,"Diseases C - Virus Diseases C02",0,2435,NA,47,1.93018480492813,"Hepatitis C Virus Infection HCV"
"2012-002270-31-ES","2012-002270-31",1,1,"Body processes G - Metabolic Phenomena G03",1,938,42,0,0,"Type II diabetes mellitus"
"2012-002271-34-ES","2012-002271-34",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1184,43,1,0.0844594594594595,"Diabetes mellitus type 2 is the medical condition to be investiagted"
"2012-002278-30-DE","2012-002278-30",1,1,"Diseases C - Cardiovascular Diseases C14",1,66,69,0,0,"Diabetes mellitus"
"2012-002309-23-DE","2012-002309-23",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,750,131,2,0.266666666666667,"Type 2 Diabetes Mellitus"
"2012-002332-85-ES","2012-002332-85",1,1,"Diseases C - Hormonal diseases C19",1,424,28,8,1.88679245283019,"Type 2 Diabetes Mellitus"
"2012-002333-11-ES","2012-002333-11",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,305,7,1,0.327868852459016,"Patients with Non-familial hypercholesterolemia or heterozygous familial hypercholesterolemia heFH at high CV risk who are not adequately controlled with rosuvastatin 10mg or 20mg with or without other lipid-modifying therapy LMT excluding EZE"
"2012-002344-24-ES","2012-002344-24",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,354,13,2,0.564971751412429,"Patients with Non-familial hypercholesterolemia  or heterozygous familial hypercholesterolemia heFH at high CV risk who are not adequately controlled with atorvastatin 20mg or 40mg with or without other lipid-modifying therapy LMT excluding EZE"
"2012-002346-20-AT","2012-002346-20",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,271,12,1,0.3690036900369,"Diabetes Mellitus, Type 2"
"2012-002414-39-BE","2012-002414-39",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,4192,268,115,2.74332061068702,"Type 2 Diabetes Mellitus"
"2012-002603-17-ES","2012-002603-17",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,360,23,3,0.833333333333333,"Type 2 diabetes patients receiving current standard therapy for diabetic nephropathy ACEi or ARB with micro- or macroalbuminuria UACR between 30 and 3000 mg/g creatinine. ACEiAngiotensin Converting Enzyme inhibitor ARBAngiotensin Receptor Blocker UACR Urinary Albumin Creatinine Ratio"
"2012-002612-10-PL","2012-002612-10",1,1,"Diseases C - Hormonal diseases C19",1,306,13,0,0,"Type 2 Diabetes Mellitus"
"2012-002737-11-DE","2012-002737-11",1,0,"Diseases C - Bacterial Infections and Mycoses C01",0,691,24,0,0,"Meningococcal disease"
"2012-002839-28-ES","2012-002839-28",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,3297,144,122,3.70033363663937,"Diabetes Mellitus, Type 2"
"2012-002911-24-AT","2012-002911-24",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,299,20,0,0,"Diabetes Mellitus, Type 2"
"2012-003011-58-DE","2012-003011-58",1,1,"Diseases C - Cardiovascular Diseases C14",0,NA,NA,NA,NA,"atherosclerosis"
"2012-003110-14-ES","2012-003110-14",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,459,NA,2,0.435729847494553,"Hypercholesterolemia or Low HDL-C"
"2012-003152-37-DE","2012-003152-37",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,40,3,0,0,"Diabetes Mellitus, Type 2"
"2012-003292-19-ES","2012-003292-19",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,350,32,1,0.285714285714286,"Type 2 Diabetes mellitus"
"2012-003566-41-BE","2012-003566-41",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,360,17,0,0,"Diabetes Mellitus, Type 1"
"2012-003580-21-BE","2012-003580-21",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1393,73,3,0.215362526920316,"Diabetes Mellitus, Type 1"
"2012-003626-24-DE","2012-003626-24",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,329,29,1,0.303951367781155,"Type 2 Diabetes Mellitus"
"2012-003661-17-GB","2012-003661-17",1,0,"Diseases C - Eye Diseases C11",1,100,100,2,2,"Diabetic macular oedema"
"2012-003670-11-ES","2012-003670-11",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,804,24,0,0,"Type 2 Diabetes Mellitus"
"2012-003941-13-ES","2012-003941-13",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,639,3,0,0,"Type 2 Diabetes Mellitus"
"2012-004035-23-IT","2012-004035-23",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,440,28,2,0.454545454545455,"Type 2 Diabetes Mellitus"
"2012-004096-38-ES","2012-004096-38",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,893,34,3,0.335946248600224,"Type 2 Diabetes mellitus"
"2012-004180-43-BE","2012-004180-43",1,1,"Diseases C - Cardiovascular Diseases C14",0,27352,38,1941,7.09637320854051,"Prevention of major cardiovascular events in patients with coronary or peripheral artery disease"
"2012-004208-37-BE","2012-004208-37",1,1,"Diseases C - Cardiovascular Diseases C14",0,968,53,5,0.516528925619835,"Coronary Artery Disease"
"2012-004229-25-ES","2012-004229-25",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,300,10,0,0,"Diabetes Mellitus, Type 2"
"2012-004303-12-RO","2012-004303-12",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,203,8,0,0,"Type 2 Diabetes Mellitus"
"2012-004413-14-ES","2012-004413-14",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,557,27,1,0.179533213644524,"Diabetes Mellitus, Type 2"
"2012-004531-23-DE","2012-004531-23",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,568,27,1,0.176056338028169,"Type 2 Diabetes."
"2012-004625-25-AT","2012-004625-25",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,419,22,1,0.238663484486873,"Diabetes Mellitus, Type 2"
"2012-004826-92-DE","2012-004826-92",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,809,53,2,0.247218788627936,"Diabetes Mellitus, Type 2"
"2012-004827-19-ES","2012-004827-19",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1225,49,6,0.489795918367347,"Diabetes Mellitus, Type 2"
"2012-004893-25-GB","2012-004893-25",1,0,"Diseases C - Immune System Diseases C20",0,25,1,0,0,"Lupus nephritis"
"2012-005174-56-DE","2012-005174-56",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,131,4,0,0,"Type 2 Diabetes  Mellitus"
"2012-005183-94-FR","2012-005183-94",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",0,42,1,0,0,"Diabte de type II"
"2012-005482-12-IE","2012-005482-12",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,20,2,1,5,"Diabetic Kidney Disease"
"2012-005505-51-IE","2012-005505-51",1,1,"Diseases C - Skin and Connective Tissue Diseases C17",0,20,10,0,0,"Psoriasis"
"2012-005583-10-SI","2012-005583-10",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,235,8,0,0,"Diabetes Mellitus, Type 2"
"2012-005778-74-BE","2012-005778-74",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,832,30,0,0,"Diabetes Mellitus, Type 1"
"2012-005848-21-BE","2012-005848-21",1,1,"Diseases C - Hormonal diseases C19",1,8766,523,188,2.14464978325348,"Diabetic Nephropathy"
"2013-000059-42-PL","2013-000059-42",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,642,NA,1,0.155763239875389,"Type 2 Diabetes Mellitus"
"2013-000239-28-BE","2013-000239-28",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,17143,194,1098,6.40494662544479,"Type II Diabetes mellitus"
"2013-000301-23-BE","2013-000301-23",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,65,NA,0,0,"Type 2 Diabetes Mellitus"
"2013-000324-34-PL","2013-000324-34",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,11987,584,421,3.51213814966213,"Obese and overweight patients with cardiovascular CV disease and/or multiple CV risk factors"
"2013-000516-25-BE","2013-000516-25",0,0,"Diseases C - Virus Diseases C02",0,248,2,3,1.20967741935484,"Human Immunodeficiency Virus HIV-1 Infection"
"2013-000632-94-IT","2013-000632-94",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,387,14,0,0,"Diabetes Mellitus, Type 2"
"2013-000723-14-FR","2013-000723-14",1,1,"Diseases C - Cardiovascular Diseases C14",1,981,32,0,0,"Hyperlipidemia or mixed dyslipidemia in Diabetic Subjects"
"2013-000768-27-BE","2013-000768-27",1,1,"Diseases C - Nervous System Diseases C10",0,7121,4,131,1.83962926555259,"Embolic stroke of undetermined source ESUS"
"2013-000789-13-BE","2013-000789-13",1,1,"Diseases C - Female diseases of the urinary and reproductive systems and pregancy complications C13",1,154,12,0,0,"Gestational diabetes"
"2013-000830-37-ES","2013-000830-37",1,1,"Diseases C - Hormonal diseases C19",0,557,37,1,0.179533213644524,"Adult or childhood onset growth hormone deficiency GHD"
"2013-001003-36-IT","2013-001003-36",0,0,"Body processes G - Physiological processes G07",1,59,1,1,1.69491525423729,"diabetes type 2"
"2013-001384-23-BE","2013-001384-23",1,0,"Diseases C - Cardiovascular Diseases C14",0,3206,NA,20,0.623830318153462,"Coronary Artery Disease CAD in patients undergoing Percutaneous Coronary Intervention PCI"
"2013-001549-15-FI","2013-001549-15",0,0,"Diseases C - Bacterial Infections and Mycoses C01",0,424,1,0,0,"Meningococcal disease"
"2013-001874-12-ES","2013-001874-12",1,1,"Diseases C - Eye Diseases C11",1,1176,NA,1,0.0850340136054422,"Cataract surgery in diabetic patients"
"2013-002133-37-BE","2013-002133-37",0,0,"Body processes G - Metabolic Phenomena G03",0,94,391,1,1.06382978723404,"Endogenous Cushings syndrome CS or Cushings disease"
"2013-002233-37-DE","2013-002233-37",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,37,2,0,0,"Diabetes Mellitus, Type 1"
"2013-002348-99-GR","2013-002348-99",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,62,2,0,0,"Hypertention, Type 2 Diabetes"
"2013-002371-17-ES","2013-002371-17",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,7637,NA,423,5.53882414560691,"Diabetes Mellitus, Type 2"
"2013-002510-12-DE","2013-002510-12",1,1,"Diseases C - Skin and Connective Tissue Diseases C17",0,87,69,0,0,"Actinic keratosis AK"
"2013-002518-11-ES","2013-002518-11",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,9790,425,721,7.36465781409602,"Type 2 Diabetes Mellitus"
"2013-002519-90-IT","2013-002519-90",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,461,17,1,0.216919739696312,"Type 2 Diabetes Mellitus"
"2013-002642-37-DE","2013-002642-37",1,1,"Diseases C - Cardiovascular Diseases C14",0,709,9,5,0.705218617771509,"primary hyperlipidemia or mixed dyslipidemia"
"2013-002643-28-ES","2013-002643-28",1,1,"Diseases C - Cardiovascular Diseases C14",0,2233,120,11,0.492610837438424,"primary hyperlipidemia or mixed dyslipidemia"
"2013-002644-87-ES","2013-002644-87",1,1,"Diseases C - Cardiovascular Diseases C14",0,370,39,1,0.27027027027027,"Heterozygous Familial Hypercholesterolemia"
"2013-002646-36-BE","2013-002646-36",1,1,"Diseases C - Cardiovascular Diseases C14",0,16760,302,137,0.817422434367542,"atherosclerosis"
"2013-002795-41-BE","2013-002795-41",1,1,"Diseases C - Cardiovascular Diseases C14",0,10555,685,115,1.08953102794884,"atherosclerosis"
"2013-002878-47-ES","2013-002878-47",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,31,1,0,0,"Diabetes Mellitus, Type 2"
"2013-002945-12-ES","2013-002945-12",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,506,61,1,0.197628458498024,"Type1-Diabetes"
"2013-003050-25-BE","2013-003050-25",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,5807,119,139,2.3936628207336,"Patients with type 2 diabetes mellitus T2DM receiving standard of care but with inadequate glycemic control and at elevated risk of cardiovascular CV events"
"2013-003131-30-BE","2013-003131-30",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,1169,83,4,0.342172797262618,"Type II Diabetes Mellitus"
"2013-003132-79-ES","2013-003132-79",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,730,40,3,0.410958904109589,"Type II Diabetes Mellitus"
"2013-003177-99-ES","2013-003177-99",1,0,"Diseases C - Immune System Diseases C20",0,4362,190,153,3.50756533700138,"Rheumatoid Arthritis"
"2013-003241-42-DE","2013-003241-42",1,0,"Diseases C - Skin and Connective Tissue Diseases C17",0,281,277,1,0.355871886120996,"Basal cell carcinoma BCC"
"2013-003272-12-GB","2013-003272-12",1,0,"Body processes G - Ocular Physiological Phenomena G14",1,232,14,3,1.29310344827586,"Proliferative Diabetic Retinopathy PDR"
"2013-003290-95-PL","2013-003290-95",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,621,33,6,0.966183574879227,"Type 2 Diabetes Mellitus"
"2013-003444-24-BE","2013-003444-24",1,1,"Diseases C - Cardiovascular Diseases C14",0,5350,343,114,2.13084112149533,"A study to compare dabigatran etexilate to acetylsalicylic acid in preventing recurrent stroke for patients that already had a stroke caused by an embolus clot.  Despite testing, it is unknown where in the body the embolus developed."
"2013-003449-40-HU","2013-003449-40",0,0,"Body processes G - Immune system processes G12",0,120,115,0,0,"Immunization of healthy children and adolescents against influenza virus infection"
"2013-003519-23-BE","2013-003519-23",1,1,"Diseases C - Cardiovascular Diseases C14",1,19093,2561,410,2.14738385795841,"major cardiovascular events in type 2 diabetes mellitus patients"
"2013-003582-34-CZ","2013-003582-34",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1315,47,10,0.760456273764259,"Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Metaformin"
"2013-003587-31-HU","2013-003587-31",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,467,23,11,2.35546038543897,"Type 2 Diabetes Mellitus with Stage 3 Chronic Kidney Disease Who Have Inadequate Glycemic Control on Background Antihyperglycemic Therapy"
"2013-003640-23-PT","2013-003640-23",1,0,"Diseases C - Eye Diseases C11",1,87,1,0,0,"Patients with type I or type II diabetes mellitus and high risk diabetic retinopathy."
"2013-003697-26-CZ","2013-003697-26",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,462,19,1,0.216450216450216,"Treatment of type 2 diabetes mellitus T2DM and inadequate glycemic control on treatment with metformin and sitagliptin."
"2013-003698-82-IT","2013-003698-82",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1232,49,2,0.162337662337662,"Treatment of type 2 diabetes mellitus T2DM and inadequate glycemic control on treatment with metformin."
"2013-004169-14-DE","2013-004169-14",1,1,"Diseases C - Cardiovascular Diseases C14",1,62,65,0,0,"Type 2 diabetes mellitus"
"2013-004325-91-IT","2013-004325-91",1,0,"Diseases C - Immune System Diseases C20",0,178,13,2,1.12359550561798,"liver transplant"
"2013-004392-12-DE","2013-004392-12",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,1082,36,6,0.55452865064695,"Diabetes Mellitus, Type 2"
"2013-004494-28-ES","2013-004494-28",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,4397,213,357,8.1191721628383,"Type 2 Diabetes Mellitus and Diabetic Kidney Disease"
"2013-004497-10-BE","2013-004497-10",1,1,"Diseases C - Digestive System Diseases C06",0,220,19,0,0,"Active Crohns Disease"
"2013-004502-26-DE","2013-004502-26",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,396,13,0,0,"Diabetes Mellitus, Type 2"
"2013-004674-97-BE","2013-004674-97",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,833,41,1,0.120048019207683,"Type 1 Diabetes Mellitus"
"2013-005334-37-AT","2013-005334-37",0,0,"Diseases C - Nutritional and Metabolic Diseases C18",0,15,4,0,0,"10 patients both gender under treatment with premixed insulin 2-3 injections and HbA1c7 will be switched to basal insulin glargine Lantus, once daily and GLP-1 receptor agonist Lixisenatide Lyxumia, once daily."
"2013-005500-33-ES","2013-005500-33",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,42,2,0,0,"Diabetes Mellitus, Type 2"
"2014-000162-22-BE","2014-000162-22",0,0,"Diseases C - Hormonal diseases C19",0,100,35,0,0,"Treatment of Cushings syndrome"
"2014-000478-20-NL","2014-000478-20",1,1,"Diseases C - Cardiovascular Diseases C14",0,879,69,4,0.455062571103527,"Primary Hyperlipidemia or mixed Dyslipidemia"
"2014-000674-18-IT","2014-000674-18",1,1,"Diseases C - Cardiovascular Diseases C14",0,615,3,0,0,"primary or secondary hypertension"
"2014-000747-32-DE","2014-000747-32",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,558,317,3,0.53763440860215,"Type 1 Diabetes Mellitus"
"2014-000881-23-SK","2014-000881-23",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,558,141,0,0,"Type 2 Diabetes mellitus"
"2014-000936-40-DE","2014-000936-40",0,0,"Body processes G - Metabolic Phenomena G03",1,10,8,0,0,"Diabetes mellitus type 2"
"2014-001042-24-BE","2014-001042-24",1,1,"Diseases C - Virus Diseases C02",0,1976,NA,5,0.253036437246964,"Prophylaxis of Influenza"
"2014-001049-25-HU","2014-001049-25",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,291,8,0,0,"Treatment of type 2 diabetes mellitus T2DM with Inadequate Glycemic Control on Diet and Exercise"
"2014-001069-28-BE","2014-001069-28",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,13067,122,704,5.38761766281472,"Severe persistent Hypertriglyceridemia in High Cardiovascular Risk Patients"
"2014-001102-17-PL","2014-001102-17",1,1,"Body processes G - Metabolic Phenomena G03",1,461,10,0,0,"Type 2 Diabetes Mellitus"
"2014-001253-16-DE","2014-001253-16",0,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,40,16,0,0,"Type 2 diabetes mellitus"
"2014-001305-41-DE","2014-001305-41",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,179,NA,0,0,"Patients with type 2 diabetes and stable cardiovascular disease CVD and low grade inflammation"
"2014-001786-26-DK","2014-001786-26",1,1,"Diseases C - Hormonal diseases C19",1,90,4,0,0,"Type 1 diabetes and microalbuminuria."
"2014-001821-34-ES","2014-001821-34",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,813,60,1,0.1230012300123,"Diabetes mellitus type 2"
"2014-001922-14-BE","2014-001922-14",1,1,"Body processes G - Metabolic Phenomena G03",1,730,30,0,0,"Type 1 diabetes mellitus"
"2014-001969-27-DE","2014-001969-27",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Diabetes mellitus type 2"
"2014-002399-10-ES","2014-002399-10",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,1013,75,1,0.0987166831194472,"Type 2 diabetes mellitus"
"2014-002568-33-DE","2014-002568-33",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,777,37,0,0,"Diabetes Mellitus, Type 1"
"2014-002844-42-ES","2014-002844-42",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,505,NA,3,0.594059405940594,"Type2-Diabetes"
"2014-003053-34-DE","2014-003053-34",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,74,37,0,0,"Type 2 diabetes mellitus"
"2014-003502-33-SK","2014-003502-33",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,460,21,1,0.217391304347826,"Diabetes Mellitus"
"2014-003503-29-SK","2014-003503-29",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,694,41,6,0.864553314121037,"Diabetes Mellitus"
"2014-003583-20-DE","2014-003583-20",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,440,28,2,0.454545454545455,"Type 2 Diabetes Mellitus"
"2014-003621-18-ES","2014-003621-18",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,505,23,0,0,"Diabetes Mellitus, Type 2"
"2014-003721-18-DE","2014-003721-18",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,443,44,4,0.90293453724605,"Inadequately controlled Diabetes Mellitus Type 2."
"2014-004478-41-GB","2014-004478-41",1,1,"Diseases C - Female diseases of the urinary and reproductive systems and pregancy complications C13",0,596,1,3,0.503355704697987,"Intrahepatic Cholestasis of pregnancy"
"2014-004533-13-DE","2014-004533-13",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,151,6,0,0,"Type 2 diabetes mellitus"
"2014-004599-49-BE","2014-004599-49",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,813,48,1,0.1230012300123,"Type 1 Diabetes Mellitus"
"2014-004683-38-IT","2014-004683-38",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,188,1,0,0,"Type 2 Diabetes mellitus"
"2014-004850-32-ES","2014-004850-32",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,717,35,1,0.139470013947001,"Type 2 Diabetes Mellitus"
"2014-004938-25-ES","2014-004938-25",1,0,"Diseases C - Eye Diseases C11",1,463,80,17,3.67170626349892,"Diabetic macular edema DME"
"2014-005153-39-BE","2014-005153-39",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,782,42,2,0.255754475703325,"Type 1 Diabetes Mellitus"
"2014-005256-26-DE","2014-005256-26",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,975,95,1,0.102564102564103,"Patients with confirmed, insulin-dependent type 1 diabetes mellitus for at least 1 year"
"2014-005375-91-ES","2014-005375-91",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,1199,55,5,0.417014178482068,"Diabetes Mellitus, Type 2"
"2014-005525-13-ES","2014-005525-13",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,613,43,0,0,"Type 2 Diabetes Mellitus"
"2014-005639-15-IT","2014-005639-15",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,1010,53,7,0.693069306930693,"Diabetes Mellitus, Type 2"
"2015-000148-40-GB","2015-000148-40",1,0,"Diseases C - Nervous System Diseases C10",0,228,101,1,0.43859649122807,"Parkinsons disease"
"2015-000208-25-IT","2015-000208-25",1,1,"Body processes G - Metabolic Phenomena G03",1,151,14,0,0,"Type 2 Diabetes Mellitus"
"2015-000408-24-HU","2015-000408-24",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,154,6,0,0,"Type 2 diabetes"
"2015-000493-35-BE","2015-000493-35",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,80,5,0,0,"Partial lipodystrophy"
"2015-000620-28-BE","2015-000620-28",0,0,"Diseases C - Cardiovascular Diseases C14",0,994,263,2,0.201207243460765,"Hypercholesterolemia"
"2015-000799-92-BE","2015-000799-92",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,514,26,1,0.194552529182879,"Hypercholesterolemia"
"2015-000804-24-ES","2015-000804-24",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,321,NA,0,0,"Type 2 Diabetes Mellitus with Moderate Renal Impairment CKD 3A"
"2015-000950-39-BE","2015-000950-39",1,1,"Diseases C - Cardiovascular Diseases C14",1,7341,409,722,9.83517231984743,"Type II Diabetes Mellitus and Diabetic Kidney Disease"
"2015-000990-11-BE","2015-000990-11",1,1,"Diseases C - Cardiovascular Diseases C14",1,5658,378,469,8.28914810887239,"Type II Diabetes Mellitus and Diabetic Kidney Disease"
"2015-001047-36-DE","2015-001047-36",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1025,193,0,0,"Diabetes Mellitus, Type 1"
"2015-001351-71-DE","2015-001351-71",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1861,83,9,0.483610961848469,"Diabetes Mellitus, Type 2"
"2015-001596-48-ES","2015-001596-48",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,419,20,0,0,"Diabetes Mellitus, Type 2"
"2015-001611-12-BE","2015-001611-12",1,0,"Diseases C - Cancer C04",0,322,164,206,63.9751552795031,"Acute Myeloid Leukemia AML"
"2015-001702-33-ES","2015-001702-33",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,643,40,2,0.31104199066874,"Type 2 diabetes mellitus and inadequate glycemic control on a stable dose of metformin"
"2015-001709-15-BE","2015-001709-15",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1402,52,1,0.0713266761768902,"Type 1 Diabetes Mellitus"
"2015-001760-19-DE","2015-001760-19",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1699,721,67,3.94349617422013,"Type II diabetes"
"2015-001934-19-DE","2015-001934-19",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",0,412,23,1,0.242718446601942,"Dyslipidemia"
"2015-002084-42-ES","2015-002084-42",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,461,34,1,0.216919739696312,"Type 1 diabetes mellitus"
"2015-002095-24-ES","2015-002095-24",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,423,35,2,0.472813238770686,"Type 2 Diabetes"
"2015-002560-16-BE","2015-002560-16",1,1,"Diseases C - Digestive System Diseases C06",0,2477,164,47,1.89745660072669,"Nonalcoholic steatohepatitis"
"2015-002676-24-ES","2015-002676-24",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,445,26,2,0.449438202247191,"CKD3 patients with type 2 diabetes mellitus and albuminuria."
"2015-002868-17-ES","2015-002868-17",1,0,"Diseases C - Cardiovascular Diseases C14",0,2466,106,232,9.40794809407948,"Secondary Prevention of Major Cardiovascular Events cardiovascular death, nonfatal myocardial infarction, nonfatal ischemic stroke, and urgent revascularization in post MI cohort."
"2015-003511-37-PL","2015-003511-37",1,1,"Diseases C - Blood and lymphatic diseases C15",0,551,22,3,0.544464609800363,"severe hypertriglyceridemia fasting TG levels 500 mg/dL 5.65 mmol/L and 2000 mg/dL 22.60 mmol/L"
"2015-003563-10-ES","2015-003563-10",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,3182,NA,58,1.82275298554368,"Diabetes Mellitus, Type 2"
"2015-003955-23-DK","2015-003955-23",1,1,"Diseases C - Eye Diseases C11",1,NA,NA,NA,NA,"Diabetic Retinopathy and Sleep disorder"
"2015-003997-33-BE","2015-003997-33",1,1,"Diseases C - Cardiovascular Diseases C14",0,2608,1,267,10.2377300613497,"Atrial fibrillation AF is one cause of stroke.  Stroke rate is increased in patients with atrial high rate episodes AHRE, an early stage of AF as well, even if stroke rates are lower when compared to stroke rates in patients with diagnosed AF.  Prevention of stroke, systemic embolism or cardiovascular death in patients with AHRE but without diagnosed atrial fibrillation AF and in addition at least two stroke risk factors by intake of NOACs shall be investigated."
"2015-004122-33-DE","2015-004122-33",0,0,"Diseases C - Blood and lymphatic diseases C15",0,24,409,0,0,"This study will enroll subjects with transfusion dependent beta-thalassemia, who do not have beta0/beta0 genotype, defined by a history of at least 100 mL/kg/year of packed red blood cells pRBCs or  8 transfusions of pRBCs per year in the 2 years preceding enrollment."
"2015-004136-36-DE","2015-004136-36",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,2229,56,15,0.672947510094213,"Treatment of high cardiovascular risk patients heterozygous familial hypercholesterolemia HeFH and atherosclerotic cardiovascular diseases ASCVD with hyperlipidemia"
"2015-004224-59-CZ","2015-004224-59",1,1,"Diseases C - Immune System Diseases C20",1,458,29,0,0,"Type 2 Diabetes mellitus"
